,AT,BP,DT,HU,RN,SL,VB,WD,WL,WS,WT
2017-12-01 00:00:00,26.1,1014.6,,66.0,,,,46.0,152.0,1.6,25.6
2017-12-01 01:00:00,25.9,1014.9,,65.0,,,,41.0,156.0,2.1,25.4
2017-12-01 02:00:00,25.7,1015.1,,66.0,,,,55.0,155.0,1.8,25.3
2017-12-01 03:00:00,25.4,1014.8,,67.0,,,,56.0,148.0,2.5,25.3
2017-12-01 04:00:00,25.3,1014.6,,67.0,,,,44.0,140.0,2.4,25.2
2017-12-01 05:00:00,25.4,1014.0,,65.0,,,,46.1,137.0,2.4.1,25.0
2017-12-01 06:00:00,25.4,1013.5,,63.0,,,,31.0,134.0,1.4,25.0
2017-12-01 07:00:00,25.3,1013.0,,63.0,,,,41.1,134.0,2.2,25.1
2017-12-01 08:00:00,25.0,1013.1,,65.0,,,,54.0,142.0,2.9,25.3
2017-12-01 09:00:00,24.9,1013.3,,66.0,,,,46.2,157.0,1.7,25.4
2017-12-01 10:00:00,24.9,1014.1,,66.0,,,,54.1,173.0,3.0,25.6
2017-12-01 11:00:00,25.2,1014.8,,65.0,,,,51.0,190.0,2.6,25.7
2017-12-01 12:00:00,26.2,1015.4,,63.0,,,,47.0,201.0,2.6.1,25.9
2017-12-01 13:00:00,28.3,1015.7,,54.0,,,,49.0,204.0,2.3,26.0
2017-12-01 14:00:00,29.5,1015.5,,50.0,,,,52.0,203.0,2.1.1,26.3
2017-12-01 15:00:00,30.4,1015.0,,46.0,,,,62.0,191.0,2.1.2,26.2
2017-12-01 16:00:00,30.0,1014.3,,46.0,,,,60.0,114.0,2.2.1,26.3
2017-12-01 17:00:00,30.4,1013.4,,46.0,,,,50.0,259.0,2.6.2,26.1
2017-12-01 18:00:00,29.8,1012.8,,48.0,,,,52.1,160.0,2.5.1,26.0
2017-12-01 19:00:00,29.5,1012.7,,50.0,,,,60.1,920.0,2.3.1,25.8
2017-12-01 20:00:00,28.1,1013.0,,55.0,,,,59.0,130.0,2.2.2,25.7
2017-12-01 21:00:00,26.6,1013.8,,58.0,,,,53.0,1450.0,2.3.2,25.7
2017-12-01 22:00:00,25.8,1014.5,,59.0,,,,59.1,209.0,2.0,25.6
2017-12-01 23:00:00,25.4,1015.3,,60.0,,,,53.1,2117.0,1.9,25.6
2017-12-02 00:00:00,25.1,1015.8,,61.0,,32.4,,52.0,150.0,1.6,25.5
2017-12-02 01:00:00,24.9,1016.1,,62.0,,32.5,,12.0,159.0,1.1,25.4
2017-12-02 02:00:00,25.0,1016.0,,60.0,,32.5,,27.0,166.0,1.0,25.3
2017-12-02 03:00:00,24.8,1016.0,,61.0,,32.5,,64.0,166.0,1.0.1,25.2
2017-12-02 04:00:00,24.8,1015.6,,62.0,,32.4,,3.0,160.0,0.7,25.2
2017-12-02 05:00:00,24.8,1015.2,,62.0,,32.5,,46.0,153.0,1.4,25.3
2017-12-02 06:00:00,24.8,1014.9,,63.0,,31.0,,57.0,150.0,1.8,25.1
2017-12-02 07:00:00,24.4,1014.4,,65.0,,31.0,,65.0,150.0,1.0.2,25.2
2017-12-02 08:00:00,24.3,1014.5,,65.0,,31.2,,61.0,153.0,0.9,25.2
2017-12-02 09:00:00,24.4,1014.8,,64.0,,31.1,,50.0,162.0,1.3,25.2
2017-12-02 10:00:00,24.5,1015.4,,64.0,,31.4,,14.0,181.0,1.3.1,25.4
2017-12-02 11:00:00,24.8,1015.9,,63.0,,31.7,,26.0,196.0,1.0.3,25.5
2017-12-02 12:00:00,25.1,1016.8,,60.0,,31.7,,39.0,215.0,1.4.1,25.6
2017-12-02 13:00:00,26.0,1017.0,,56.0,,31.7,,48.0,221.0,1.7,25.7
2017-12-02 14:00:00,26.2,1017.1,,56.0,,31.7,,19.0,223.0,0.8,25.9
2017-12-02 15:00:00,27.6,1016.4,,53.0,,31.7,,4.0,215.0,1.0.4,25.9
2017-12-02 16:00:00,28.0,1015.4,,52.0,,31.7,,59.0,114.0,1.5,26.0
2017-12-02 17:00:00,28.2,1014.4,,50.0,,31.6,,56.0,413.0,1.9,26.1
2017-12-02 18:00:00,27.5,1013.9,,52.0,,31.4,,59.1,170.0,2.8,25.9
2017-12-02 19:00:00,28.1,1013.6,,52.0,,32.3,,68.0,1022.0,1.3.2,25.9
2017-12-02 20:00:00,27.3,1013.8,,54.0,,32.3,,53.0,145.0,1.6.1,25.8
2017-12-02 21:00:00,25.5,1014.4,,60.0,,32.3,,56.1,1501.0,1.5.1,25.7
2017-12-02 22:00:00,25.0,1014.8,,61.0,,32.3,,60.0,226.0,1.3.3,25.7
2017-12-02 23:00:00,24.6,1015.3,,62.0,,32.3,,44.0,2132.0,1.3.4,25.7
2017-12-03 00:00:00,24.2,1015.8,,63.0,,32.3,,59.0,123.0,1.1,25.5
2017-12-03 01:00:00,24.1,1016.1,,64.0,,32.3,,36.0,138.0,0.6,25.3
2017-12-03 02:00:00,23.8,1015.9,,65.0,,32.3,,346.0,150.0,0.9,25.2
2017-12-03 03:00:00,23.5,1015.2,,66.0,,32.3,,332.0,156.0,0.6.1,25.2
2017-12-03 04:00:00,23.3,1014.9,,66.0,,32.3,,322.0,154.0,0.4,25.1
2017-12-03 05:00:00,23.1,1014.7,,67.0,,32.3,,337.0,152.0,0.5,25.0
2017-12-03 06:00:00,23.2,1014.3,,67.0,,32.2,,58.0,143.0,0.7,24.9
2017-12-03 07:00:00,23.8,1014.1,,66.0,,32.1,,37.0,142.0,0.8,25.1
2017-12-03 08:00:00,24.3,1014.2,,65.0,,30.5,,357.0,140.0,0.6.2,24.9
2017-12-03 09:00:00,24.5,1014.2,,64.0,,30.3,,35.0,152.0,0.3,25.1
2017-12-03 10:00:00,24.7,1014.6,,64.0,,30.8,,48.0,165.0,1.4,25.3
2017-12-03 11:00:00,25.0,1015.1,,64.0,,30.9,,49.0,184.0,1.7,25.5
